device_type,hour,current_watts,avg_watts,rolling_avg,volatility,trend,label
Computadora,13,360.0,300,300.0,0.1,0.0,7
Refrigerador,6,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,15,72.11,80,72.11,1.6,-0.83,0
Televisor,22,109.7,120,109.7,2.4,2.36,0
Calefactor,6,1500.0,1500,1500.0,30.0,0.0,0
Secadora,12,2677.19,2500,2677.19,50.0,-0.62,0
Horno,12,2009.64,2200,2009.64,44.0,1.05,0
Secadora,16,2500.0,2500,2500.0,50.0,0.0,0
Computadora,20,294.55,300,294.55,6.0,-1.82,0
Mini Refrigerador,20,82.75,80,82.75,1.6,-0.98,0
Computadora,2,3.0,300,3.0,6.0,1.44,0
Refrigerador,8,159.33,150,159.33,3.0,4.91,0
Microondas,15,1015.67,1000,1015.67,20.0,4.18,0
Luces,15,300.0,60,60.0,1.2,0.0,18
Horno,11,2200.0,2200,2200.0,44.0,0.0,0
Microondas,17,1024.68,1000,1024.68,20.0,-2.27,0
Refrigerador,13,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,3,78.92,80,78.92,1.6,3.66,0
Televisor,6,3.0,120,3.0,2.4,-0.8,0
Calefactor,21,1639.85,1500,1639.85,30.0,-3.09,0
Secadora,15,2644.42,2500,2644.42,50.0,-1.01,0
Mini Refrigerador,8,400.0,80,80.0,1.6,0.0,18
Mini Refrigerador,15,86.81,80,86.81,1.6,-2.57,0
Router,12,12.0,12,12.0,0.24,0.0,0
Calefactor,6,7500.0,1500,1500.0,30.0,0.0,18
Router,5,12.0,12,12.0,0.24,0.0,0
Lavadora,6,458.82,500,458.82,10.0,3.33,0
Mini Refrigerador,17,72.63,80,72.63,1.6,-0.16,0
Lavadora,2,503.8,500,503.8,10.0,1.61,0
Luces,18,58.5,60,58.5,1.2,2.94,0
Mini Refrigerador,9,84.17,80,84.17,1.6,4.66,0
Computadora,17,360.0,300,300.0,0.1,0.0,7
Lavadora,3,524.87,500,524.87,10.0,-3.59,0
Secadora,19,2500.0,2500,2500.0,50.0,0.0,0
Luces,8,60.0,60,60.0,1.2,0.0,0
Computadora,4,300.0,300,300.0,6.0,0.0,17
Laptop,20,62.51,65,62.51,1.3,-3.53,0
Televisor,0,131.36,120,131.36,2.4,-2.83,0
Laptop,11,65.0,65,65.0,1.3,0.0,0
Laptop,19,65.0,65,65.0,1.3,0.0,0
Luces,15,54.81,60,54.81,1.2,1.88,0
Router,1,12.27,12,12.27,0.24,2.49,0
Aire Acondicionado,9,1939.67,1200,1939.67,24.0,1.76,4
Mini Refrigerador,14,80.82,80,80.82,1.6,-0.92,0
Microondas,18,1087.96,1000,1087.96,20.0,4.37,0
Calefactor,1,1562.54,1500,1562.54,30.0,2.52,0
Luces,16,300.0,60,60.0,1.2,0.0,18
Laptop,17,65.0,65,65.0,1.3,0.0,0
Refrigerador,18,240.0,150,150.0,3.0,0.0,1
Luces,18,60.0,60,60.0,1.2,0.0,0
Televisor,15,112.65,120,112.65,2.4,-0.77,0
Microondas,5,1000.0,1000,1000.0,20.0,0.0,0
Computadora,12,300.0,300,300.0,6.0,0.0,0
Computadora,8,44.66,300,44.66,6.0,-0.84,0
Calefactor,16,1422.98,1500,1422.98,30.0,-1.94,0
Computadora,6,3.0,300,3.0,6.0,-2.72,0
Router,1,12.52,12,12.52,0.24,1.2,0
Computadora,2,3.0,300,3.0,6.0,-1.11,0
Aire Acondicionado,8,1944.38,1200,1944.38,24.0,0.05,4
Televisor,17,120.0,120,120.0,2.4,0.0,0
Luces,2,60.0,60,60.0,1.2,0.0,0
Televisor,2,120.0,120,120.0,2.4,0.0,0
Televisor,19,118.0,120,118.0,2.4,-0.23,0
Calefactor,16,1500.0,1500,1500.0,30.0,0.0,0
Laptop,16,65.0,65,65.0,1.3,0.0,0
Calefactor,18,1525.36,1500,1525.36,30.0,2.64,0
Refrigerador,0,140.8,150,140.8,3.0,1.73,0
Laptop,19,69.71,65,69.71,1.3,-3.79,0
Computadora,18,300.0,300,300.0,6.0,0.0,0
Microondas,6,973.59,1000,973.59,20.0,-0.93,0
Calefactor,5,1621.43,1500,1621.43,30.0,2.51,0
Laptop,18,325.0,65,65.0,1.3,0.0,18
Microondas,4,959.69,1000,959.69,20.0,-0.5,0
Calefactor,11,1372.33,1500,1372.33,30.0,-1.16,0
Horno,8,2035.06,2200,2035.06,44.0,-2.34,0
Computadora,12,81.38,300,81.38,6.0,-0.39,0
Computadora,18,298.61,300,298.61,6.0,-2.47,0
Horno,0,2200.0,2200,2200.0,44.0,0.0,0
Microondas,19,1027.14,1000,1027.14,20.0,-3.28,0
Computadora,2,3.0,300,3.0,6.0,2.43,0
Refrigerador,3,140.06,150,140.06,3.0,1.27,0
Aire Acondicionado,23,1669.34,1200,1669.34,24.0,-1.15,4
Calefactor,20,1500.0,1500,1500.0,30.0,0.0,0
Router,12,12.0,12,12.0,0.24,0.0,0
Router,9,12.0,12,12.0,0.24,0.0,0
Router,8,10.95,12,10.95,0.24,-0.73,0
Lavadora,16,547.37,500,547.37,10.0,-0.04,0
Mini Refrigerador,13,80.0,80,80.0,1.6,0.0,0
Aire Acondicionado,1,1800.0,1200,1200.0,24.0,40.0,3
Calefactor,16,1500.0,1500,1500.0,30.0,0.0,0
Horno,10,2294.03,2200,2294.03,44.0,0.89,0
Calefactor,19,1460.25,1500,1460.25,30.0,0.44,0
Laptop,18,71.48,65,71.48,1.3,1.21,0
Secadora,9,2313.58,2500,2313.58,50.0,0.6,0
Aire Acondicionado,5,1123.36,1200,1123.36,24.0,-0.49,0
Televisor,9,113.12,120,113.12,2.4,1.82,0
Mini Refrigerador,19,77.26,80,77.26,1.6,1.73,0
Computadora,9,282.95,300,282.95,6.0,-4.46,0
Refrigerador,4,159.04,150,159.04,3.0,3.95,0
Calefactor,11,1450.43,1500,1450.43,30.0,-4.34,0
Secadora,23,2500.0,2500,2500.0,50.0,0.0,0
Computadora,9,300.0,300,300.0,6.0,0.0,0
Refrigerador,21,240.0,150,150.0,3.0,0.0,1
Laptop,4,64.14,65,64.14,1.3,0.89,0
Horno,1,2200.0,2200,2200.0,44.0,0.0,0
Laptop,22,65.0,65,65.0,1.3,0.0,0
Horno,4,11000.0,2200,2200.0,44.0,0.0,18
Microondas,20,1000.0,1000,1000.0,20.0,0.0,0
Microondas,21,1065.49,1000,1065.49,20.0,0.97,0
Aire Acondicionado,5,1145.44,1200,1145.44,24.0,4.25,0
Luces,6,60.0,60,60.0,1.2,0.0,0
Router,5,12.25,12,12.25,0.24,-2.68,0
Secadora,18,2369.67,2500,2369.67,50.0,-2.44,0
Router,22,11.06,12,11.06,0.24,0.54,0
Computadora,6,3.0,300,3.0,6.0,-2.44,0
Luces,7,65.63,60,65.63,1.2,-1.49,0
Router,15,13.15,12,13.15,0.24,2.69,0
Refrigerador,5,139.94,150,139.94,3.0,-3.68,0
Refrigerador,6,159.65,150,159.65,3.0,-3.9,0
Mini Refrigerador,22,80.0,80,80.0,1.6,0.0,0
Luces,2,57.05,60,57.05,1.2,2.14,0
Horno,9,2200.0,2200,2200.0,44.0,0.0,0
Laptop,19,67.31,65,67.31,1.3,-2.6,0
Luces,10,59.6,60,59.6,1.2,-0.7,0
Refrigerador,10,157.69,150,157.69,3.0,1.58,0
Lavadora,13,500.0,500,500.0,10.0,0.0,0
Mini Refrigerador,3,83.5,80,83.5,1.6,0.99,0
Mini Refrigerador,0,86.16,80,86.16,1.6,3.11,0
Mini Refrigerador,5,79.36,80,79.36,1.6,-2.25,0
Laptop,14,61.51,65,61.51,1.3,4.14,0
Router,8,13.1,12,13.1,0.24,0.54,0
Computadora,5,3.0,300,3.0,6.0,1.35,0
Mini Refrigerador,14,400.0,80,80.0,1.6,0.0,18
Luces,9,300.0,60,60.0,1.2,0.0,18
Laptop,9,69.09,65,69.09,1.3,2.65,0
Luces,21,62.28,60,62.28,1.2,0.44,0
Microondas,21,939.32,1000,939.32,20.0,-3.91,0
Refrigerador,21,240.0,150,150.0,3.0,0.0,1
Lavadora,1,471.55,500,471.55,10.0,-2.38,0
Laptop,12,65.0,65,65.0,1.3,0.0,0
Televisor,23,120.0,120,120.0,2.4,0.0,0
Lavadora,8,500.0,500,500.0,10.0,0.0,0
Televisor,11,109.71,120,109.71,2.4,-3.47,0
Computadora,13,300.0,300,300.0,6.0,0.0,0
Refrigerador,15,159.75,150,159.75,3.0,-4.33,0
Mini Refrigerador,22,85.88,80,85.88,1.6,3.45,0
Router,9,13.18,12,13.18,0.24,-0.06,0
Aire Acondicionado,7,1756.13,1200,1756.13,24.0,0.35,4
Calefactor,13,1513.64,1500,1513.64,30.0,1.18,0
Secadora,2,2536.04,2500,2536.04,50.0,-3.21,0
Televisor,10,108.41,120,108.41,2.4,-2.16,0
Horno,22,2086.91,2200,2086.91,44.0,-2.85,0
Luces,8,56.49,60,56.49,1.2,1.84,0
Refrigerador,16,240.0,150,150.0,3.0,0.0,1
Luces,20,60.0,60,60.0,1.2,0.0,0
Televisor,20,115.28,120,115.28,2.4,2.04,0
Mini Refrigerador,22,400.0,80,80.0,1.6,0.0,18
Aire Acondicionado,17,1222.77,1200,1222.77,24.0,1.27,0
Mini Refrigerador,8,83.3,80,83.3,1.6,-2.2,0
Calefactor,20,1630.95,1500,1630.95,30.0,-0.95,0
Aire Acondicionado,2,1096.87,1200,1096.87,24.0,-4.53,0
Computadora,4,3.0,300,3.0,6.0,4.45,0
Microondas,8,1062.41,1000,1062.41,20.0,-4.52,0
Televisor,2,3.0,120,3.0,2.4,-1.18,0
Calefactor,8,1640.49,1500,1640.49,30.0,-1.63,0
Computadora,18,311.41,300,311.41,6.0,-4.53,0
Laptop,17,65.0,65,65.0,1.3,0.0,0
Mini Refrigerador,20,87.3,80,87.3,1.6,-4.8,0
Router,2,12.86,12,12.86,0.24,0.78,0
Secadora,23,12500.0,2500,2500.0,50.0,0.0,18
Computadora,20,360.0,300,300.0,0.1,0.0,7
Calefactor,16,1500.0,1500,1500.0,30.0,0.0,0
Router,18,10.88,12,10.88,0.24,-0.62,0
Luces,2,59.79,60,59.79,1.2,4.25,0
Luces,17,54.09,60,54.09,1.2,-3.0,0
Mini Refrigerador,1,83.06,80,83.06,1.6,2.63,0
Microondas,14,993.85,1000,993.85,20.0,0.08,0
Aire Acondicionado,4,1762.29,1200,1762.29,24.0,-1.94,4
Computadora,15,317.75,300,317.75,6.0,4.15,0
Aire Acondicionado,21,1918.07,1200,1918.07,24.0,1.03,4
Televisor,17,120.0,120,120.0,2.4,0.0,0
Aire Acondicionado,17,1155.11,1200,1155.11,24.0,1.48,0
Aire Acondicionado,21,1113.27,1200,1113.27,24.0,1.17,0
Luces,6,60.0,60,60.0,1.2,0.0,0
Mini Refrigerador,17,80.47,80,80.47,1.6,-2.12,0
Computadora,18,272.27,300,272.27,6.0,4.32,0
Secadora,10,2500.0,2500,2500.0,50.0,0.0,0
Televisor,16,120.0,120,120.0,2.4,0.0,0
Refrigerador,13,240.0,150,150.0,3.0,0.0,1
Horno,13,2135.68,2200,2135.68,44.0,4.64,0
Televisor,14,108.39,120,108.39,2.4,1.08,0
Laptop,4,70.88,65,70.88,1.3,-3.19,0
Horno,9,2183.14,2200,2183.14,44.0,2.87,0
Microondas,22,1014.59,1000,1014.59,20.0,-2.62,0
Lavadora,17,527.34,500,527.34,10.0,1.77,0
Luces,12,65.67,60,65.67,1.2,-1.05,0
Calefactor,22,1500.0,1500,1500.0,30.0,0.0,0
Aire Acondicionado,14,1087.89,1200,1087.89,24.0,1.63,0
Laptop,0,59.69,65,59.69,1.3,4.18,0
Refrigerador,1,140.29,150,140.29,3.0,-1.62,0
Laptop,14,62.4,65,62.4,1.3,4.17,0
Mini Refrigerador,17,400.0,80,80.0,1.6,0.0,18
Televisor,21,120.0,120,120.0,2.4,0.0,0
Mini Refrigerador,11,76.61,80,76.61,1.6,-1.39,0
Luces,20,60.0,60,60.0,1.2,0.0,0
Aire Acondicionado,12,1233.24,1200,1233.24,24.0,-4.07,0
Computadora,15,294.05,300,294.05,6.0,-2.35,0
Luces,23,64.08,60,64.08,1.2,1.8,0
Refrigerador,2,158.74,150,158.74,3.0,-2.84,0
Aire Acondicionado,6,2143.32,1200,2143.32,24.0,1.4,4
Router,0,12.75,12,12.75,0.24,0.82,0
Luces,14,60.0,60,60.0,1.2,0.0,0
Luces,2,60.0,60,60.0,1.2,0.0,0
Luces,9,54.84,60,54.84,1.2,1.98,0
Secadora,2,2394.86,2500,2394.86,50.0,0.34,0
Lavadora,5,522.03,500,522.03,10.0,-0.69,0
Computadora,19,328.74,300,328.74,6.0,-4.29,0
Refrigerador,3,135.94,150,135.94,3.0,1.93,0
Televisor,13,120.0,120,120.0,2.4,0.0,0
Lavadora,14,465.0,500,465.0,10.0,-3.24,0
Lavadora,11,463.45,500,463.45,10.0,-1.52,0
Microondas,20,1041.53,1000,1041.53,20.0,-1.53,0
Luces,3,62.29,60,62.29,1.2,-4.29,0
Horno,17,2200.0,2200,2200.0,44.0,0.0,0
Calefactor,15,1500.0,1500,1500.0,30.0,0.0,0
Luces,11,60.0,60,60.0,1.2,0.0,0
Luces,6,56.12,60,56.12,1.2,-2.33,0
Televisor,9,110.97,120,110.97,2.4,-1.3,0
Lavadora,5,482.81,500,482.81,10.0,2.22,0
Lavadora,17,517.13,500,517.13,10.0,4.87,0
Calefactor,23,1500.0,1500,1500.0,30.0,0.0,0
Refrigerador,17,164.7,150,164.7,3.0,-4.98,0
Computadora,2,3.0,300,3.0,6.0,-0.03,0
Lavadora,13,500.0,500,500.0,10.0,0.0,0
Aire Acondicionado,18,2082.24,1200,2082.24,24.0,1.01,4
Lavadora,0,521.42,500,521.42,10.0,2.79,0
Microondas,14,1036.02,1000,1036.02,20.0,-0.64,0
Calefactor,9,1356.46,1500,1356.46,30.0,-0.82,0
Calefactor,10,1494.66,1500,1494.66,30.0,1.58,0
Aire Acondicionado,20,1744.17,1200,1744.17,24.0,1.33,4
Lavadora,12,472.89,500,472.89,10.0,-3.99,0
Router,6,12.0,12,12.0,0.24,0.0,0
Router,18,12.0,12,12.0,0.24,0.0,0
Router,8,12.27,12,12.27,0.24,4.01,0
Mini Refrigerador,22,80.0,80,80.0,1.6,0.0,0
Refrigerador,2,139.31,150,139.31,3.0,4.82,0
Router,12,12.63,12,12.63,0.24,3.64,0
Router,18,12.0,12,12.0,0.24,0.0,0
Mini Refrigerador,2,86.94,80,86.94,1.6,-0.48,0
Router,0,11.96,12,11.96,0.24,-4.91,0
Laptop,11,70.02,65,70.02,1.3,-0.12,0
Router,18,12.06,12,12.06,0.24,3.05,0
Televisor,7,120.0,120,120.0,2.4,0.0,0
Luces,12,60.0,60,60.0,1.2,0.0,0
Computadora,19,302.14,300,302.14,6.0,-0.42,0
Horno,11,2344.41,2200,2344.41,44.0,-3.65,0
Microondas,16,1027.32,1000,1027.32,20.0,-2.14,0
Refrigerador,19,240.0,150,150.0,3.0,0.0,1
Laptop,4,59.99,65,59.99,1.3,-1.92,0
Router,18,11.76,12,11.76,0.24,-0.09,0
Televisor,7,120.0,120,120.0,2.4,0.0,0
Calefactor,3,1439.85,1500,1439.85,30.0,-3.5,0
Laptop,10,65.0,65,65.0,1.3,0.0,0
Microondas,23,1000.0,1000,1000.0,20.0,0.0,0
Televisor,9,116.46,120,116.46,2.4,0.04,0
Mini Refrigerador,3,83.3,80,83.3,1.6,-1.24,0
Mini Refrigerador,3,80.0,80,80.0,1.6,0.0,0
Aire Acondicionado,21,1262.49,1200,1262.49,24.0,-3.69,0
Calefactor,22,1500.0,1500,1500.0,30.0,0.0,0
Secadora,12,2500.0,2500,2500.0,50.0,0.0,0
Computadora,16,314.99,300,314.99,6.0,3.71,0
Luces,3,64.07,60,64.07,1.2,-2.32,0
Refrigerador,21,136.81,150,136.81,3.0,-3.3,0
Calefactor,13,1596.17,1500,1596.17,30.0,-2.18,0
Calefactor,1,1441.2,1500,1441.2,30.0,-4.96,0
Mini Refrigerador,11,80.0,80,80.0,1.6,0.0,0
Microondas,3,1000.0,1000,1000.0,20.0,0.0,0
Laptop,11,70.41,65,70.41,1.3,-4.66,0
Lavadora,6,458.76,500,458.76,10.0,-3.72,0
Secadora,2,2338.38,2500,2338.38,50.0,4.14,0
Lavadora,3,450.82,500,450.82,10.0,2.88,0
Microondas,10,981.51,1000,981.51,20.0,-0.02,0
Refrigerador,2,240.0,150,150.0,3.0,0.0,1
Luces,9,300.0,60,60.0,1.2,0.0,18
Lavadora,22,474.31,500,474.31,10.0,0.02,0
Computadora,9,313.36,300,313.36,6.0,-3.77,0
Microondas,21,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,2,1276.81,1200,1276.81,24.0,-2.21,0
Router,11,12.07,12,12.07,0.24,1.34,0
Aire Acondicionado,1,1762.92,1200,1762.92,24.0,-1.27,4
Microondas,18,1084.33,1000,1084.33,20.0,-4.34,0
Secadora,8,2463.78,2500,2463.78,50.0,-4.21,0
Mini Refrigerador,5,86.57,80,86.57,1.6,-4.15,0
Microondas,11,1088.76,1000,1088.76,20.0,-0.66,0
Calefactor,16,1500.0,1500,1500.0,30.0,0.0,0
Refrigerador,19,146.62,150,146.62,3.0,-0.4,0
Computadora,10,84.89,300,84.89,6.0,-0.66,0
Refrigerador,13,164.38,150,164.38,3.0,-4.11,0
Aire Acondicionado,5,1800.0,1200,1200.0,24.0,40.0,3
Lavadora,1,500.0,500,500.0,10.0,0.0,0
Computadora,9,69.47,300,69.47,6.0,0.08,0
Laptop,16,65.0,65,65.0,1.3,0.0,0
Computadora,2,3.0,300,3.0,6.0,2.35,0
Microondas,21,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,22,2500.0,500,500.0,10.0,0.0,18
Refrigerador,23,161.95,150,161.95,3.0,-1.1,0
Calefactor,17,1439.81,1500,1439.81,30.0,3.12,0
Luces,17,60.0,60,60.0,1.2,0.0,0
Microondas,8,1083.7,1000,1083.7,20.0,2.77,0
Mini Refrigerador,15,80.75,80,80.75,1.6,3.57,0
Computadora,16,323.17,300,323.17,6.0,2.01,0
Router,1,12.0,12,12.0,0.24,0.0,0
Secadora,20,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,17,146.48,150,146.48,3.0,-4.44,0
Luces,23,55.81,60,55.81,1.2,-0.57,0
Router,3,11.26,12,11.26,0.24,1.0,0
Mini Refrigerador,8,76.41,80,76.41,1.6,-2.84,0
Horno,8,2325.02,2200,2325.02,44.0,-4.43,0
Calefactor,9,1647.92,1500,1647.92,30.0,4.76,0
Router,11,12.77,12,12.77,0.24,-3.69,0
Laptop,13,69.69,65,69.69,1.3,0.75,0
Lavadora,1,516.74,500,516.74,10.0,2.72,0
Router,14,12.0,12,12.0,0.24,0.0,0
Lavadora,14,480.49,500,480.49,10.0,2.06,0
Mini Refrigerador,0,80.0,80,80.0,1.6,0.0,0
Microondas,13,980.16,1000,980.16,20.0,-1.52,0
Mini Refrigerador,10,86.75,80,86.75,1.6,-0.04,0
Televisor,6,3.0,120,3.0,2.4,-2.51,0
Calefactor,15,1427.92,1500,1427.92,30.0,2.59,0
Calefactor,18,1432.0,1500,1432.0,30.0,4.85,0
Lavadora,4,479.12,500,479.12,10.0,0.87,0
Microondas,19,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,1,1303.15,1200,1303.15,24.0,1.13,0
Luces,18,60.0,60,60.0,1.2,0.0,0
Computadora,19,299.51,300,299.51,6.0,4.59,0
Microondas,18,1000.0,1000,1000.0,20.0,0.0,0
Secadora,9,2362.58,2500,2362.58,50.0,3.02,0
Router,6,12.57,12,12.57,0.24,-3.11,0
Computadora,23,283.21,300,283.21,6.0,4.74,0
Aire Acondicionado,23,1083.44,1200,1083.44,24.0,-3.74,0
Televisor,17,118.96,120,118.96,2.4,0.06,0
Horno,9,2200.0,2200,2200.0,44.0,0.0,0
Horno,9,2072.09,2200,2072.09,44.0,3.39,0
Televisor,13,120.97,120,120.97,2.4,-0.69,0
Computadora,18,327.49,300,327.49,6.0,0.48,0
Computadora,16,78.25,300,78.25,6.0,-2.7,0
Microondas,0,911.8,1000,911.8,20.0,-3.69,0
Computadora,17,360.0,300,300.0,0.1,0.0,7
Router,3,12.0,12,12.0,0.24,0.0,0
Secadora,21,2500.0,2500,2500.0,50.0,0.0,0
Televisor,0,117.3,120,117.3,2.4,2.76,0
Luces,0,60.0,60,60.0,1.2,0.0,0
Horno,2,2320.26,2200,2320.26,44.0,-4.63,0
Luces,18,54.5,60,54.5,1.2,4.5,0
Laptop,15,325.0,65,65.0,1.3,0.0,18
Televisor,6,3.0,120,3.0,2.4,1.67,0
Horno,16,2200.0,2200,2200.0,44.0,0.0,0
Calefactor,9,1500.0,1500,1500.0,30.0,0.0,0
Lavadora,0,487.71,500,487.71,10.0,0.95,0
Lavadora,22,500.0,500,500.0,10.0,0.0,0
Horno,12,2125.27,2200,2125.27,44.0,-4.17,0
Computadora,23,270.07,300,270.07,6.0,3.54,0
Laptop,4,60.83,65,60.83,1.3,2.23,0
Microondas,0,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,10,1964.41,1200,1964.41,24.0,0.68,4
Refrigerador,21,158.36,150,158.36,3.0,-3.94,0
Microondas,8,1000.0,1000,1000.0,20.0,0.0,0
Mini Refrigerador,1,84.85,80,84.85,1.6,1.27,0
Router,7,12.0,12,12.0,0.24,0.0,0
Router,14,10.99,12,10.99,0.24,3.71,0
Refrigerador,21,240.0,150,150.0,3.0,0.0,1
Secadora,13,2500.0,2500,2500.0,50.0,0.0,0
Calefactor,1,1533.64,1500,1533.64,30.0,-3.27,0
Laptop,21,65.0,65,65.0,1.3,0.0,0
Microondas,21,5000.0,1000,1000.0,20.0,0.0,18
Horno,10,2200.0,2200,2200.0,44.0,0.0,0
Refrigerador,4,159.54,150,159.54,3.0,-1.14,0
Lavadora,22,484.75,500,484.75,10.0,-2.74,0
Aire Acondicionado,18,1193.09,1200,1193.09,24.0,-1.34,0
Horno,10,2236.48,2200,2236.48,44.0,0.4,0
Luces,3,60.0,60,60.0,1.2,0.0,0
Calefactor,21,1482.9,1500,1482.9,30.0,-4.98,0
Calefactor,4,1624.04,1500,1624.04,30.0,-1.04,0
Mini Refrigerador,16,72.79,80,72.79,1.6,-0.57,0
Refrigerador,0,240.0,150,150.0,3.0,0.0,1
Televisor,22,120.0,120,120.0,2.4,0.0,0
Aire Acondicionado,15,1128.63,1200,1128.63,24.0,1.51,0
Mini Refrigerador,8,80.0,80,80.0,1.6,0.0,0
Secadora,15,2500.0,2500,2500.0,50.0,0.0,0
Mini Refrigerador,2,400.0,80,80.0,1.6,0.0,18
Computadora,0,302.13,300,302.13,6.0,-1.78,0
Televisor,1,3.0,120,3.0,2.4,-2.66,0
Lavadora,15,500.0,500,500.0,10.0,0.0,0
Computadora,15,300.0,300,300.0,6.0,0.0,0
Calefactor,20,1500.63,1500,1500.63,30.0,-1.63,0
Luces,18,57.69,60,57.69,1.2,-3.69,0
Lavadora,4,486.08,500,486.08,10.0,-1.15,0
Mini Refrigerador,9,76.14,80,76.14,1.6,-4.24,0
Calefactor,5,1507.37,1500,1507.37,30.0,-3.22,0
Lavadora,0,510.09,500,510.09,10.0,-2.74,0
Horno,16,2408.31,2200,2408.31,44.0,-1.04,0
Luces,3,55.08,60,55.08,1.2,0.81,0
Aire Acondicionado,16,1231.84,1200,1231.84,24.0,4.04,0
Refrigerador,5,240.0,150,150.0,3.0,0.0,1
Luces,17,61.05,60,61.05,1.2,-0.4,0
Luces,9,61.41,60,61.41,1.2,4.01,0
Refrigerador,20,240.0,150,150.0,3.0,0.0,1
Secadora,7,2592.69,2500,2592.69,50.0,-4.71,0
Aire Acondicionado,2,1287.06,1200,1287.06,24.0,-0.87,0
Computadora,15,324.79,300,324.79,6.0,2.73,0
Calefactor,21,1561.0,1500,1561.0,30.0,3.72,0
Mini Refrigerador,6,83.74,80,83.74,1.6,3.52,0
Televisor,1,3.0,120,3.0,2.4,-4.41,0
Refrigerador,17,240.0,150,150.0,3.0,0.0,1
Secadora,2,2500.0,2500,2500.0,50.0,0.0,0
Lavadora,10,519.19,500,519.19,10.0,2.71,0
Mini Refrigerador,3,80.0,80,80.0,1.6,0.0,0
Lavadora,7,471.74,500,471.74,10.0,0.49,0
Luces,12,56.18,60,56.18,1.2,2.94,0
Microondas,15,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,18,500.0,500,500.0,10.0,0.0,0
Microondas,10,1000.0,1000,1000.0,20.0,0.0,0
Secadora,16,2500.0,2500,2500.0,50.0,0.0,0
Calefactor,14,1420.85,1500,1420.85,30.0,2.28,0
Televisor,22,131.28,120,131.28,2.4,0.75,0
Computadora,22,300.0,300,300.0,6.0,0.0,0
Computadora,0,289.15,300,289.15,6.0,-1.37,0
Secadora,19,2500.0,2500,2500.0,50.0,0.0,0
Luces,17,60.0,60,60.0,1.2,0.0,0
Computadora,12,285.81,300,285.81,6.0,4.01,0
Refrigerador,23,147.72,150,147.72,3.0,-1.42,0
Refrigerador,21,240.0,150,150.0,3.0,0.0,1
Televisor,2,3.0,120,3.0,2.4,-3.19,0
Secadora,18,2500.0,2500,2500.0,50.0,0.0,0
Computadora,22,300.0,300,300.0,6.0,0.0,0
Laptop,7,65.0,65,65.0,1.3,0.0,0
Computadora,18,300.0,300,300.0,6.0,0.0,0
Lavadora,12,500.0,500,500.0,10.0,0.0,0
Horno,14,2219.83,2200,2219.83,44.0,-0.56,0
Refrigerador,12,137.03,150,137.03,3.0,4.3,0
Aire Acondicionado,22,1242.82,1200,1242.82,24.0,-0.47,0
Computadora,20,300.0,300,300.0,6.0,0.0,0
Mini Refrigerador,17,84.7,80,84.7,1.6,4.76,0
Mini Refrigerador,21,80.0,80,80.0,1.6,0.0,0
Microondas,13,936.8,1000,936.8,20.0,3.15,0
Horno,13,2101.11,2200,2101.11,44.0,0.37,0
Luces,11,60.0,60,60.0,1.2,0.0,0
Horno,11,2083.86,2200,2083.86,44.0,-0.06,0
Lavadora,4,530.78,500,530.78,10.0,-1.2,0
Microondas,5,924.35,1000,924.35,20.0,4.64,0
Lavadora,15,500.46,500,500.46,10.0,-0.43,0
Calefactor,11,1500.0,1500,1500.0,30.0,0.0,0
Refrigerador,4,240.0,150,150.0,3.0,0.0,1
Computadora,16,300.0,300,300.0,6.0,0.0,0
Computadora,4,3.0,300,3.0,6.0,-1.03,0
Aire Acondicionado,7,1169.63,1200,1169.63,24.0,1.7,0
Mini Refrigerador,6,80.0,80,80.0,1.6,0.0,0
Computadora,3,3.0,300,3.0,6.0,4.44,0
Refrigerador,1,153.88,150,153.88,3.0,-0.09,0
Refrigerador,2,240.0,150,150.0,3.0,0.0,1
Computadora,16,300.0,300,300.0,6.0,0.0,0
Luces,3,60.09,60,60.09,1.2,-0.77,0
Aire Acondicionado,10,2076.15,1200,2076.15,24.0,1.69,4
Mini Refrigerador,7,82.68,80,82.68,1.6,-2.11,0
Mini Refrigerador,8,80.0,80,80.0,1.6,0.0,0
Televisor,6,3.0,120,3.0,2.4,-4.14,0
Secadora,23,2703.09,2500,2703.09,50.0,4.46,0
Televisor,13,129.89,120,129.89,2.4,3.14,0
Luces,17,60.5,60,60.5,1.2,0.88,0
Mini Refrigerador,10,76.61,80,76.61,1.6,3.37,0
Secadora,14,2341.27,2500,2341.27,50.0,2.85,0
Horno,1,2310.61,2200,2310.61,44.0,2.19,0
Horno,10,2028.86,2200,2028.86,44.0,-0.35,0
Mini Refrigerador,23,87.9,80,87.9,1.6,1.81,0
Televisor,16,109.22,120,109.22,2.4,4.28,0
Computadora,18,325.1,300,325.1,6.0,-3.52,0
Horno,15,11000.0,2200,2200.0,44.0,0.0,18
Luces,23,59.84,60,59.84,1.2,3.49,0
